"Product","Class","Forecast Qty","Revenue (£)","Action"
"BLUE CHENILLE SHAGGY CUSHION COVER","C",2,43.15,"Consider Discontinuation"
"BLUE GLASS CHUNKY CHARM BRACELET","C",2,80.55,"Consider Discontinuation"
"Bank Charges","C",2,165.001,"Consider Discontinuation"
"CAKES AND RABBITS DESIGN FLANNEL","C",2,48.45,"Consider Discontinuation"
"CHILDS GARDEN RAKE BLUE","C",2,348,"Consider Discontinuation"
"DAISY HAIR BAND","C",2,75.9,"Consider Discontinuation"
"DANISH ROSE TRINKET TRAYS","C",2,483.05,"Consider Discontinuation"
"DIAMANTE HAIR GRIP PACK/2 RUBY","C",2,16.5,"Consider Discontinuation"
"DIAMANTE NECKLACE PURPLE","C",2,52.5,"Consider Discontinuation"
"EASTER TREE YELLOW BIRDS","C",2,642.6,"Consider Discontinuation"
"FILIGREE DIAMANTE EARRINGS","C",2,34,"Consider Discontinuation"
"FLAMES SUNGLASSES PINK LENSES","C",2,84.45,"Consider Discontinuation"
"FLORAL SOFT CAR TOY","C",2,120,"Consider Discontinuation"
"GOLDIE LOOKING MIRROR","C",2,79.2,"Consider Discontinuation"
"GREEN SWEETHEART BRACELET","C",2,311,"Consider Discontinuation"
"HAND TOWEL PINK FLOWER AND DAISY","C",2,281.95,"Consider Discontinuation"
"HILDA CANDY SPOT RABBIT","C",2,75,"Consider Discontinuation"
"JADE DROP EARRINGS W FILIGREE","C",2,113.85,"Consider Discontinuation"
"LARGE MINT DIAMANTE HAIRSLIDE","C",2,26.4,"Consider Discontinuation"
"LAZER CUT NECKLACE W PASTEL BEADS","C",2,421.75,"Consider Discontinuation"
"LETTER ""N"" BLING KEY RING","C",2,10.02,"Consider Discontinuation"
"LILY BROOCH AMETHYST COLOUR","C",2,74.25,"Consider Discontinuation"
"MIRRORED WALL ART SPLODGES","C",2,142.5,"Consider Discontinuation"
"MRS ROBOT SOFT TOY","C",2,428.85,"Consider Discontinuation"
"NUMBER TILE COTTAGE GARDEN 1","C",2,134.55,"Consider Discontinuation"
"NUMBER TILE VINTAGE FONT 1","C",2,84.94,"Consider Discontinuation"
"NUMBER TILE VINTAGE FONT 2","C",2,102.49,"Consider Discontinuation"
"NUMBER TILE VINTAGE FONT 5","C",2,94.69,"Consider Discontinuation"
"NUMBER TILE VINTAGE FONT 6","C",2,102.49,"Consider Discontinuation"
"NUMBER TILE VINTAGE FONT No","C",2,156.18,"Consider Discontinuation"
"PAIR OF PINK FLOWER CLUSTER SLIDE","C",2,25.5,"Consider Discontinuation"
"PURPLE GEMSTONE NECKLACE 45CM","C",2,102,"Consider Discontinuation"
"RASPBERRY ANT COPPER FLOWER NECKLAC","C",2,65.45,"Consider Discontinuation"
"RETROSPOT CANDLE  SMALL","C",2,311.84,"Consider Discontinuation"
"SET/3 POT PLANT CANDLES","C",2,294.3,"Consider Discontinuation"
"SILVER OVAL SHAPE TRINKET BOX","C",2,139.3,"Consider Discontinuation"
"SILVER ROCOCO CANDLE STICK","C",2,340.7,"Consider Discontinuation"
"SILVER VANILLA  FLOWER CANDLE POT","C",2,345,"Consider Discontinuation"
"TRIANGULAR POUFFE VINTAGE","C",2,605.45,"Consider Discontinuation"
"TRIPLE WIRE HOOK IVORY HEART","C",2,658.54,"Consider Discontinuation"
"UNION STRIPE CUSHION COVER","C",2,503.75,"Consider Discontinuation"
"VIP HOLIDAY PURSE","C",2,29.28,"Consider Discontinuation"
"WHITE FRANGIPANI NECKLACE","C",2,38.25,"Consider Discontinuation"
"WHITE STITCHED CUSHION COVER","C",2,308.48,"Consider Discontinuation"
"WHITE VINT ART DECO CRYSTAL NECKLAC","C",2,93.5,"Consider Discontinuation"
"WHITE/PINK CHICK EASTER DECORATION","C",2,28.9,"Consider Discontinuation"
"WOVEN CANDY CUSHION COVER","C",2,69.3,"Consider Discontinuation"
"15 PINK FLUFFY CHICKS IN BOX","C",1,29.5,"Consider Discontinuation"
"AMBER CHUNKY BEAD BRACELET W STRAP","C",1,71.6,"Consider Discontinuation"
"AMETHYST CHUNKY BEAD BRACELET W STR","C",1,187.95,"Consider Discontinuation"
"ANT COPPER RED BOUDICCA BRACELET","C",1,44.55,"Consider Discontinuation"
"ANTIQUE CREAM CUTLERY CUPBOARD","C",1,178.5,"Consider Discontinuation"
"ANTIQUE CREAM CUTLERY SHELF","C",1,238,"Consider Discontinuation"
"BEADED CRYSTAL HEART BLUE SMALL","C",1,99.88,"Consider Discontinuation"
"BLACK LOVE BIRD T-LIGHT HOLDER","C",1,247.46,"Consider Discontinuation"
"BLACK SWEETHEART BRACELET","C",1,284.75,"Consider Discontinuation"
"BUTTONS AND STRIPES NOTEBOOK","C",1,48.75,"Consider Discontinuation"
"CAKE STAND VICTORIAN FILIGREE MED","C",1,466.95,"Consider Discontinuation"
"CAMOUFLAGE EAR MUFF HEADPHONES","C",1,215.87,"Consider Discontinuation"
"CLEAR CRYSTAL STAR PHONE CHARM","C",1,20.39,"Consider Discontinuation"
"CRYSTAL PAIR HEART HAIR SLIDES","C",1,67.5,"Consider Discontinuation"
"DIAMANTE BOW BROOCH GREEN COLOUR","C",1,133.35,"Consider Discontinuation"
"DIAMANTE BOW BROOCH RED COLOUR","C",1,158.75,"Consider Discontinuation"
"DIAMANTE HAIR GRIP PACK/2 BLACK DIA","C",1,14.85,"Consider Discontinuation"
"DIAMANTE HAIR GRIP PACK/2 LT ROSE","C",1,14.85,"Consider Discontinuation"
"DIAMANTE HAIR GRIP PACK/2 MONTANA","C",1,13.2,"Consider Discontinuation"
"FLORAL BLUE MONSTER","C",1,21.25,"Consider Discontinuation"
"GLASS BEAD HOOP NECKLACE AMETHYST","C",1,25.5,"Consider Discontinuation"
"GOLD DIAMANTE STAR BROOCH","C",1,29.7,"Consider Discontinuation"
"GOLD/M.O.P PENDANT ORBIT NECKLACE","C",1,76.5,"Consider Discontinuation"
"GREEN  DIAMANTE PEN IN GIFT BOX","C",1,44.55,"Consider Discontinuation"
"HANGING METAL CHICKEN DECORATION","C",1,152.5,"Consider Discontinuation"
"IVORY GOLD METAL BAG CHARM","C",1,34.77,"Consider Discontinuation"
"IVY HEART WREATH","C",1,81,"Consider Discontinuation"
"MIRRORED WALL ART PHOTO FRAMES","C",1,102,"Consider Discontinuation"
"MOROCCAN BEATEN METAL DISH LARGE","C",1,140.25,"Consider Discontinuation"
"NEW BAROQUE BLACK BOXES","C",1,38.25,"Consider Discontinuation"
"NUMBER TILE COTTAGE GARDEN 2","C",1,128.7,"Consider Discontinuation"
"NUMBER TILE VINTAGE FONT 9","C",1,71.29,"Consider Discontinuation"
"NURSE'S BAG SOFT TOY","C",1,608.6,"Consider Discontinuation"
"PINK & WHITE ROSEBUD RING","C",1,58.9,"Consider Discontinuation"
"PINK BUTTERFLY WASHBAG","C",1,34,"Consider Discontinuation"
"PINK FLOWERS RABBIT EASTER","C",1,48.95,"Consider Discontinuation"
"PINK GREEN EMBROIDERY COSMETIC BAG","C",1,23.6,"Consider Discontinuation"
"PINK HEARTS LIGHT CHAIN","C",1,381,"Consider Discontinuation"
"PINK PARTY SUNGLASSES","C",1,23.4,"Consider Discontinuation"
"PINK STRAWBERRY HANDBAG","C",1,38.35,"Consider Discontinuation"
"PLASMATRONIC LAMP","C",1,288.94,"Consider Discontinuation"
"PURPLE GEMSTONE BRACELET","C",1,95.2,"Consider Discontinuation"
"PURPLE SWEETHEART BRACELET","C",1,174.25,"Consider Discontinuation"
"RED BOUDICCA LARGE BRACELET","C",1,145.95,"Consider Discontinuation"
"S/2 ZINC HEART DESIGN PLANTERS","C",1,388.05,"Consider Discontinuation"
"S/6 SEW ON CROCHET FLOWERS","C",1,135,"Consider Discontinuation"
"SCOTTIES DESIGN WASHBAG","C",1,177.45,"Consider Discontinuation"
"SILVER BLACK ORBIT BRACELET","C",1,19.8,"Consider Discontinuation"
"SILVER ROCCOCO CHANDELIER","C",1,329.45,"Consider Discontinuation"
"SILVER/AMETHYST DROP EARRINGS LEAF","C",1,14.75,"Consider Discontinuation"
"SOFT PINK ROSE TOWEL","C",1,172.05,"Consider Discontinuation"
"SWEET PUDDING STICKER SHEET","C",1,55.25,"Consider Discontinuation"
"SWEETHEART CREAM STEEL TABLE RECT","C",1,438.9,"Consider Discontinuation"
"TURQ STONE/CRYSTAL EARRINGS","C",1,26.55,"Consider Discontinuation"
"TURQUOISE CHRISTMAS TREE","C",1,6.25,"Consider Discontinuation"
"VINTAGE BEAD COSMETIC BAG","C",1,51.82,"Consider Discontinuation"
"WALL MIRROR RECTANGLE DIAMANTE PINK","C",1,489.9,"Consider Discontinuation"
"WHITE SQUARE TABLE CLOCK","C",1,132.99,"Consider Discontinuation"
"WOOD AND GLASS MEDICINE CABINET","C",1,299.5,"Consider Discontinuation"
"YELLOW POT PLANT CANDLE","C",1,71.05,"Consider Discontinuation"
"ZINC HEART LATTICE CHARGER LARGE","C",1,172.5,"Consider Discontinuation"
"ZINC TOP  2 DOOR WOODEN SHELF","C",1,169.5,"Consider Discontinuation"
